Transaccion Num,Fecha y Hora,Cod Prod,Tipo Venta,Cantidad,Ciudad,Categoría,Subcategoría,origen
626743,2025-02-11 01:12:35.685,VALB-85023,Online,1,TOK,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626744,2025-02-11 11:07:01.840,TVSG-72043,Online,1,TOK,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626745,2025-02-11 21:43:06.392,PMUF-69780,Online,1,FUK,PMU,PMUF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626746,2025-02-12 04:40:07.042,TREA-44920,Online,1,YOK,TRE,TREA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626747,2025-02-12 09:47:58.944,TREB-96123,Online,1,OSA,TRE,TREB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626748,2025-02-12 18:38:54.084,JUGC-96618,Online,3,SAI,JUG,JUGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626749,2025-02-12 23:46:41.607,AUDB-93155,Online,1,TOK,AUD,AUDB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626750,2025-02-13 10:06:29.500,TVSB-13905,Online,2,OSA,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626751,2025-02-13 12:01:43.945,EAGA-85159,Online,1,OSA,EAG,EAGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626752,2025-02-13 21:11:48.226,TVSE-35938,Online,1,YOK,TVS,TVSE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626753,2025-02-14 00:49:09.478,PCTA-80802,Online,2,KYO,PCT,PCTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626754,2025-02-14 12:32:35.218,ELEA-16925,Online,1,OSA,ELE,ELEA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626755,2025-02-14 22:39:52.703,CAMD-81614,Online,1,YOK,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626756,2025-02-15 01:12:59.613,ELED-69593,Online,1,TOK,ELE,ELED,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626757,2025-02-15 11:18:49.743,TVSC-15871,Online,1,FUK,TVS,TVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626758,2025-02-15 13:54:03.524,TVSH-48777,Tienda,3,SAP,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626759,2025-02-15 14:01:13.986,TVSE-31733,Online,1,NAA,TVS,TVSE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626760,2025-02-15 23:14:01.516,TVSK-97454,Online,1,TOK,TVS,TVSK,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626761,2025-02-16 00:41:17.049,JUGB-60734,Online,1,OSA,JUG,JUGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626762,2025-02-16 10:55:39.783,TVSB-65396,Online,1,YOK,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626763,2025-02-16 20:17:02.259,HINC-50077,Online,1,OSA,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626764,2025-02-16 21:48:04.352,HIND-59565,Online,1,OSA,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626765,2025-02-17 02:53:38.164,PMUB-71172,Online,1,YOK,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626766,2025-02-17 14:17:12.049,SALC-25944,Online,1,YOK,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626767,2025-02-17 21:18:50.521,HINA-20484,Online,1,SEN,HIN,HINA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626768,2025-02-18 08:07:28.971,ELEH-38761,Tienda,2,OSA,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626769,2025-02-18 10:36:01.326,PMUC-48740,Online,1,YOK,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626770,2025-02-18 22:07:20.776,CAMG-38874,Online,1,YOK,CAM,CAMG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626771,2025-02-18 23:13:40.768,TVSA-71943,Online,3,OSA,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626772,2025-02-19 04:08:57.721,HINB-33312,Online,2,TOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626773,2025-02-19 10:54:31.686,TVSA-69059,Online,1,YOK,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626774,2025-02-19 16:16:54.053,ELEG-97121,Online,1,YOK,ELE,ELEG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626775,2025-02-19 21:24:04.294,TCLA-28159,Tienda,2,YOK,TCL,TCLA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626776,2025-02-20 08:58:18.667,PCTE-68553,Online,1,OSA,PCT,PCTE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626777,2025-02-20 14:06:29.069,VALD-12032,Online,1,NAO,VAL,VALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626778,2025-02-20 21:48:22.416,EAGA-33983,Online,1,TOK,EAG,EAGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626779,2025-02-21 06:08:12.149,AUDD-77460,Online,3,NAO,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626780,2025-02-21 10:11:38.669,SVSB-99945,Online,1,YOK,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626781,2025-02-21 20:12:38.944,VALB-67289,Tienda,3,TOK,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626782,2025-02-22 01:02:14.925,ELEF-53541,Tienda,1,TOK,ELE,ELEF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626783,2025-02-22 02:38:58.703,TREC-59280,Tienda,3,TOK,TRE,TREC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626784,2025-02-22 14:25:03.504,TVSB-66291,Online,2,KYO,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626785,2025-02-22 19:13:01.515,SVSB-20819,Online,1,YOK,SVS,SVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626786,2025-02-23 02:52:49.972,TVSA-69059,Online,1,OSA,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626787,2025-02-23 07:54:39.135,AUDE-67553,Online,2,CHI,AUD,AUDE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626788,2025-02-23 14:12:26.052,EAGB-95303,Online,1,OSA,EAG,EAGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626789,2025-02-23 21:42:47.143,SVSA-29587,Online,1,NAA,SVS,SVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626790,2025-02-23 22:01:20.887,TVSB-66291,Online,1,NAO,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626791,2025-02-24 08:49:37.354,PMUB-64632,Online,1,TOK,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626792,2025-02-24 14:24:50.500,CAMC-67490,Tienda,1,OSA,CAM,CAMC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626793,2025-02-24 21:20:52.408,ELEC-73629,Online,1,TOK,ELE,ELEC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626794,2025-02-25 08:02:38.944,AUDG-93346,Tienda,1,OKA,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626795,2025-02-25 08:55:58.408,AUDG-56768,Online,1,TOK,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626796,2025-02-25 16:59:13.703,AUDE-20785,Online,3,KYO,AUD,AUDE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626797,2025-02-25 21:49:09.558,TVSF-79386,Online,1,SAI,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626798,2025-02-26 03:12:05.923,TVSF-97496,Online,1,TOK,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626799,2025-02-26 14:33:58.674,SVSC-92567,Online,2,NAO,SVS,SVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626800,2025-02-27 00:21:25.684,AUDD-77460,Online,1,TOK,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626801,2025-02-27 11:28:14.983,PMUC-93080,Online,1,NAO,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626802,2025-02-27 16:55:46.019,PCTD-90095,Online,1,YOK,PCT,PCTD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626803,2025-02-27 21:26:23.083,AUDG-52341,Tienda,1,TOK,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626804,2025-02-28 07:49:30.632,PMUC-90916,Online,1,OSA,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626805,2025-02-28 13:07:47.998,EAGC-73517,Online,1,TOK,EAG,EAGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626806,2025-02-28 15:31:43.749,SALD-86893,Online,1,SAP,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626807,2025-02-28 18:51:18.278,PMUF-42172,Online,1,OSA,PMU,PMUF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626808,2025-03-01 02:55:59.757,TVSH-58041,Tienda,1,TOK,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626809,2025-03-01 07:22:10.250,TVSF-74699,Online,3,YOK,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626810,2025-03-01 11:55:35.436,ELEH-84061,Online,3,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626811,2025-03-01 20:59:37.894,SALD-51207,Online,1,TOK,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626812,2025-03-02 02:12:04.725,PMUB-71172,Online,1,NAO,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626813,2025-03-02 12:47:17.791,ELEA-52077,Tienda,1,OSA,ELE,ELEA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626814,2025-03-02 21:38:26.531,SALD-51207,Online,1,TOK,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626815,2025-03-03 03:41:24.436,ELEB-19207,Online,2,YOK,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626816,2025-03-03 05:54:40.581,TVSD-67001,Online,1,TOK,TVS,TVSD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626817,2025-03-03 07:28:16.279,TVSF-97496,Online,1,YOK,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626818,2025-03-03 13:44:29.877,TVSG-48830,Online,1,NAO,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626819,2025-03-03 14:09:29.406,CAME-61862,Online,1,TOK,CAM,CAME,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626820,2025-03-03 21:28:17.936,SVSC-26779,Online,1,TOK,SVS,SVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626821,2025-03-04 07:02:27.766,TVSG-72043,Online,3,TOK,TVS,TVSG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626822,2025-03-04 08:15:30.874,CAMD-81614,Online,1,YOK,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626823,2025-03-04 11:10:48.942,PCTC-97328,Online,3,YOK,PCT,PCTC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626824,2025-03-04 22:41:18.121,TVSD-67001,Online,1,OSA,TVS,TVSD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626825,2025-03-05 05:07:55.951,ELEH-84061,Tienda,1,NAO,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626826,2025-03-05 11:30:11.181,DEPC-36340,Tienda,1,OSA,DEP,DEPC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626827,2025-03-05 16:22:43.482,PCTF-73347,Online,1,NAO,PCT,PCTF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626828,2025-03-05 21:06:48.809,HINC-14276,Online,1,TOK,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626829,2025-03-06 05:30:49.287,PCTF-23943,Online,3,SAI,PCT,PCTF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626830,2025-03-06 14:40:26.264,HIND-75394,Online,1,TOK,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626831,2025-03-06 22:10:36.199,CAMB-91772,Online,3,TOK,CAM,CAMB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626832,2025-03-07 05:57:58.841,GFTA-22489,Online,1,TOK,GFT,GFTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626833,2025-03-07 08:03:07.206,TVSB-29437,Online,2,KYO,TVS,TVSB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626834,2025-03-07 12:29:56.890,PCTB-11336,Online,1,KYO,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626835,2025-03-07 20:33:50.273,ELEF-53541,Online,1,YOK,ELE,ELEF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626836,2025-03-08 04:02:18.294,TVSF-68361,Online,1,OKA,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626837,2025-03-08 04:32:26.064,VJGC-22284,Online,3,YOK,VJG,VJGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626838,2025-03-08 06:57:24.617,ELEB-64108,Online,2,YOK,ELE,ELEB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626839,2025-03-08 15:46:40.894,HIND-59565,Tienda,1,TOK,HIN,HIND,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626840,2025-03-08 19:51:02.168,PMUA-22826,Tienda,1,KOB,PMU,PMUA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626841,2025-03-08 21:48:43.469,SALB-86147,Online,1,TOK,SAL,SALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626842,2025-03-09 07:57:41.940,TVSH-94394,Tienda,2,OSA,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626843,2025-03-09 13:33:17.305,SALC-71987,Online,1,YOK,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626844,2025-03-10 00:06:45.638,VALC-92225,Online,1,TOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626845,2025-03-10 02:26:39.709,VALB-23835,Online,1,SAP,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626846,2025-03-10 02:45:34.629,ELEE-71242,Tienda,3,YOK,ELE,ELEE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626847,2025-03-10 05:01:41.615,TVSH-24340,Online,1,TOK,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626848,2025-03-10 12:47:46.071,PMUC-64474,Online,2,TOK,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626849,2025-03-10 20:21:49.781,CAMG-38874,Tienda,1,YOK,CAM,CAMG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626850,2025-03-10 22:53:17.554,AUDE-67553,Tienda,1,TOK,AUD,AUDE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626851,2025-03-10 23:47:15.392,TVSF-97496,Online,2,TOK,TVS,TVSF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626852,2025-03-10 23:49:42.237,PCTB-15419,Online,1,TOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626853,2025-03-11 10:31:58.465,VALB-76040,Online,1,OSA,VAL,VALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626854,2025-03-11 19:58:00.875,SVSC-74209,Online,1,KOB,SVS,SVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626855,2025-03-12 04:00:43.198,TCLC-53203,Online,1,YOK,TCL,TCLC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626856,2025-03-12 08:52:35.754,AUDG-23051,Online,1,TOK,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626857,2025-03-12 17:18:50.068,PCTA-80802,Online,1,TOK,PCT,PCTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626858,2025-03-12 22:00:17.403,TVSA-81183,Online,1,OSA,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626859,2025-03-13 04:58:35.705,VJGA-52049,Online,1,TOK,VJG,VJGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626860,2025-03-13 10:28:06.332,SALB-57342,Online,1,HIR,SAL,SALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626861,2025-03-13 18:05:44.890,AUDD-14488,Online,1,TOK,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626862,2025-03-13 20:58:54.152,TVSH-73612,Online,1,TOK,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626863,2025-03-14 04:55:40.578,PCTG-94398,Tienda,2,TOK,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626864,2025-03-14 07:34:17.591,PMUB-81384,Online,1,TOK,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626865,2025-03-14 15:45:30.257,TVSC-14729,Tienda,1,KAW,TVS,TVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626866,2025-03-14 22:43:08.873,VJGA-63405,Online,1,NAO,VJG,VJGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626867,2025-03-15 07:16:58.354,CAMF-39184,Online,1,NAO,CAM,CAMF,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626868,2025-03-15 18:25:20.708,CAMD-21652,Tienda,3,OSA,CAM,CAMD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626869,2025-03-15 22:11:18.251,GFTB-12530,Online,1,OSA,GFT,GFTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626870,2025-03-16 01:52:06.672,AUDC-88968,Tienda,2,TOK,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626871,2025-03-16 09:12:39.195,DEPB-31559,Tienda,1,KYO,DEP,DEPB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626872,2025-03-16 19:59:54.276,TVSA-19038,Tienda,1,KYO,TVS,TVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626873,2025-03-17 06:51:51.141,SALC-16651,Online,1,SEN,SAL,SALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626874,2025-03-17 07:22:07.372,SVSC-92567,Online,3,OSA,SVS,SVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626875,2025-03-17 15:08:34.482,VJGA-20197,Online,2,TOK,VJG,VJGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626876,2025-03-18 00:56:59.999,EAGC-20117,Online,1,OKA,EAG,EAGC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626877,2025-03-18 10:17:50.538,TREA-54559,Online,2,YOK,TRE,TREA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626878,2025-03-18 17:38:36.779,ELEA-52077,Online,1,TOK,ELE,ELEA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626879,2025-03-19 00:46:27.323,TCLB-73973,Online,1,TOK,TCL,TCLB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626880,2025-03-19 06:02:38.544,PCTB-85135,Online,1,TOK,PCT,PCTB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626881,2025-03-19 11:58:29.453,PMUE-20159,Online,1,OSA,PMU,PMUE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626882,2025-03-19 18:34:09.928,PMUB-20564,Online,1,KOB,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626883,2025-03-19 23:02:32.471,HINC-10939,Online,1,YOK,HIN,HINC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626884,2025-03-20 01:28:54.895,AUDD-27432,Online,1,TOK,AUD,AUDD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626885,2025-03-20 11:04:08.798,VALA-66912,Online,1,OSA,VAL,VALA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626886,2025-03-20 18:56:39.618,TVSH-91349,Tienda,2,YOK,TVS,TVSH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626887,2025-03-21 00:00:29.921,TREC-60672,Tienda,3,SAP,TRE,TREC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626888,2025-03-21 04:24:47.567,PMUA-46620,Online,1,TOK,PMU,PMUA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626889,2025-03-21 04:54:38.516,DEPC-99296,Online,1,TOK,DEP,DEPC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626890,2025-03-21 12:30:40.283,SALD-86893,Online,1,OSA,SAL,SALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626891,2025-03-21 23:37:57.514,HINB-33312,Online,1,OSA,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626892,2025-03-22 03:26:20.166,PCTD-90095,Online,1,YOK,PCT,PCTD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626893,2025-03-22 06:16:46.615,HINB-53398,Online,1,KYO,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626894,2025-03-22 15:57:11.630,HOGA-66297,Online,1,TOK,HOG,HOGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626895,2025-03-23 00:08:34.309,DEPC-21455,Online,1,KOB,DEP,DEPC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626896,2025-03-23 04:00:34.175,SALB-68587,Online,1,SEN,SAL,SALB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626897,2025-03-23 07:13:13.433,ELEH-38761,Online,2,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626898,2025-03-23 11:33:59.526,PMUB-93875,Online,3,NAO,PMU,PMUB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626899,2025-03-23 12:42:25.526,PCTC-97328,Online,1,OSA,PCT,PCTC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626900,2025-03-23 17:22:14.708,ELEH-38761,Online,2,NAA,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626901,2025-03-23 21:41:29.932,HINB-80143,Online,1,TOK,HIN,HINB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626902,2025-03-23 22:26:35.399,JUGA-11747,Online,1,TOK,JUG,JUGA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626903,2025-03-24 00:08:20.710,ELEH-14712,Online,1,SEN,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626904,2025-03-24 08:11:01.164,AUDC-26674,Online,1,TOK,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626905,2025-03-24 16:03:08.801,PMUC-85322,Online,3,CHI,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626906,2025-03-24 16:05:23.354,TVSC-14729,Online,1,OSA,TVS,TVSC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626907,2025-03-25 03:32:32.175,VALC-66861,Online,1,TOK,VAL,VALC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626908,2025-03-25 04:37:18.035,PMUC-95197,Online,2,OSA,PMU,PMUC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626909,2025-03-25 07:27:02.391,TREB-96123,Tienda,1,TOK,TRE,TREB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626910,2025-03-25 10:00:52.944,VALD-36480,Online,1,HIR,VAL,VALD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626911,2025-03-25 19:10:37.411,AUDG-87751,Online,1,OSA,AUD,AUDG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626912,2025-03-26 06:16:54.471,PMUD-13214,Online,1,OSA,PMU,PMUD,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626913,2025-03-26 16:29:19.075,AUDC-81599,Online,1,TOK,AUD,AUDC,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626914,2025-03-27 03:48:30.458,PCTG-24967,Online,1,OSA,PCT,PCTG,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626915,2025-03-27 04:24:15.590,PCTA-27622,Online,1,YOK,PCT,PCTA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626916,2025-03-27 12:17:33.251,JUGB-41177,Online,1,TOK,JUG,JUGB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626917,2025-03-27 18:54:08.808,TVSE-98433,Online,1,NAA,TVS,TVSE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626918,2025-03-28 03:39:07.862,ELEH-26937,Online,2,TOK,ELE,ELEH,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626919,2025-03-28 06:15:31.991,TREB-49861,Online,2,OSA,TRE,TREB,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626920,2025-03-28 10:39:00.029,PMUE-62157,Online,1,TOK,PMU,PMUE,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
626921,2025-03-28 19:21:16.318,SVSA-57564,Online,1,KYO,SVS,SVSA,Combinar+Datos+(Datos+Ventas+ElectroMas+2025).xlsx
